Descripcion;Importe;Tipo;Categoria
pago tarjeta proveedor habitual Compras;94.90;2;Compras
pago tarjeta comercio local Compras;179.84;2;Compras
cargo proveedor habitual Compras;6.96;2;Compras
cargo comercio local Compras;187.67;2;Compras
ticket proveedor habitual Compras;320.71;2;Compras
pago tarjeta proveedor habitual Compras;252.23;2;Compras
ticket proveedor habitual Compras;296.20;2;Compras
cargo comercio local Compras;280.98;2;Compras
cargo servicio online Compras;64.09;2;Compras
factura comercio local Compras;144.49;2;Compras
ticket servicio online Compras;141.28;2;Compras
compra servicio online Compras;295.81;2;Compras
factura comercio local Compras;219.22;2;Compras
cargo comercio local Compras;56.32;2;Compras
ticket proveedor habitual Compras;272.21;2;Compras
ticket servicio online Compras;94.98;2;Compras
cargo comercio local Compras;111.35;2;Compras
movimiento servicio online Compras;147.04;2;Compras
factura comercio local Compras;21.37;2;Compras
compra servicio online Compras;244.52;2;Compras
pago tarjeta proveedor habitual Compras;173.78;2;Compras
factura servicio online Compras;321.91;2;Compras
ticket servicio online Compras;315.27;2;Compras
compra proveedor habitual Compras;241.69;2;Compras
factura proveedor habitual Compras;49.69;2;Compras
ticket comercio local Compras;34.42;2;Compras
pago tarjeta proveedor habitual Compras;197.09;2;Compras
compra servicio online Compras;218.29;2;Compras
cargo comercio local Compras;349.39;2;Compras
factura comercio local Compras;127.00;2;Compras
ticket servicio online Compras;144.51;2;Compras
factura servicio online Compras;104.70;2;Compras
cargo comercio local Compras;301.40;2;Compras
ticket servicio online Compras;158.17;2;Compras
ticket servicio online Compras;148.70;2;Compras
factura proveedor habitual Compras;136.99;2;Compras
compra proveedor habitual Compras;319.70;2;Compras
movimiento servicio online Compras;279.16;2;Compras
factura comercio local Compras;70.07;2;Compras
movimiento proveedor habitual Compras;212.24;2;Compras
pago tarjeta proveedor habitual Compras;187.80;2;Compras
cargo servicio online Compras;248.19;2;Compras
pago tarjeta comercio local Compras;307.28;2;Compras
ticket servicio online Compras;267.91;2;Compras
pago tarjeta proveedor habitual Compras;142.93;2;Compras
ticket proveedor habitual Compras;236.44;2;Compras
factura servicio online Compras;183.81;2;Compras
cargo proveedor habitual Compras;277.69;2;Compras
movimiento proveedor habitual Cultura y eventos;75.76;2;Cultura y eventos
movimiento servicio online Cultura y eventos;264.66;2;Cultura y eventos
movimiento comercio local Cultura y eventos;105.91;2;Cultura y eventos
movimiento servicio online Cultura y eventos;41.43;2;Cultura y eventos
factura proveedor habitual Cultura y eventos;248.41;2;Cultura y eventos
movimiento comercio local Cultura y eventos;71.60;2;Cultura y eventos
cargo servicio online Cultura y eventos;38.20;2;Cultura y eventos
factura proveedor habitual Cultura y eventos;22.81;2;Cultura y eventos
factura proveedor habitual Cultura y eventos;220.61;2;Cultura y eventos
cargo proveedor habitual Cultura y eventos;202.29;2;Cultura y eventos
compra comercio local Cultura y eventos;193.47;2;Cultura y eventos
cargo proveedor habitual Cultura y eventos;111.07;2;Cultura y eventos
pago tarjeta comercio local Cultura y eventos;70.82;2;Cultura y eventos
cargo comercio local Cultura y eventos;84.28;2;Cultura y eventos
movimiento servicio online Cultura y eventos;45.89;2;Cultura y eventos
factura servicio online Cultura y eventos;304.45;2;Cultura y eventos
factura comercio local Cultura y eventos;111.10;2;Cultura y eventos
pago tarjeta proveedor habitual Cultura y eventos;303.38;2;Cultura y eventos
movimiento servicio online Cultura y eventos;337.24;2;Cultura y eventos
ticket servicio online Cultura y eventos;255.75;2;Cultura y eventos
factura comercio local Cultura y eventos;125.02;2;Cultura y eventos
cargo servicio online Cultura y eventos;45.33;2;Cultura y eventos
compra servicio online Cultura y eventos;199.77;2;Cultura y eventos
factura servicio online Cultura y eventos;49.57;2;Cultura y eventos
ticket proveedor habitual Cultura y eventos;131.49;2;Cultura y eventos
compra comercio local Cultura y eventos;150.72;2;Cultura y eventos
movimiento comercio local Cultura y eventos;188.58;2;Cultura y eventos
ticket servicio online Cultura y eventos;66.61;2;Cultura y eventos
movimiento servicio online Cultura y eventos;342.14;2;Cultura y eventos
pago tarjeta comercio local Cultura y eventos;24.00;2;Cultura y eventos
pago tarjeta proveedor habitual Cultura y eventos;306.19;2;Cultura y eventos
compra proveedor habitual Cultura y eventos;273.59;2;Cultura y eventos
movimiento comercio local Cultura y eventos;134.45;2;Cultura y eventos
pago tarjeta comercio local Cultura y eventos;254.19;2;Cultura y eventos
factura proveedor habitual Cultura y eventos;156.34;2;Cultura y eventos
compra servicio online Cultura y eventos;108.56;2;Cultura y eventos
cargo proveedor habitual Cultura y eventos;279.97;2;Cultura y eventos
ticket servicio online Cultura y eventos;231.56;2;Cultura y eventos
ticket servicio online Cultura y eventos;307.19;2;Cultura y eventos
compra proveedor habitual Cultura y eventos;176.39;2;Cultura y eventos
movimiento servicio online Cultura y eventos;228.17;2;Cultura y eventos
cargo servicio online Cultura y eventos;315.32;2;Cultura y eventos
ticket servicio online Cultura y eventos;229.16;2;Cultura y eventos
pago tarjeta proveedor habitual Cultura y eventos;101.32;2;Cultura y eventos
cargo servicio online Cultura y eventos;208.82;2;Cultura y eventos
ticket servicio online Cultura y eventos;261.47;2;Cultura y eventos
cargo servicio online Cultura y eventos;139.83;2;Cultura y eventos
factura comercio local Cultura y eventos;31.04;2;Cultura y eventos
pago tarjeta servicio online Cultura y eventos;220.94;2;Cultura y eventos
pago tarjeta comercio local Cultura y eventos;135.97;2;Cultura y eventos
pago tarjeta proveedor habitual Cultura y eventos;226.86;2;Cultura y eventos
factura proveedor habitual Cultura y eventos;151.71;2;Cultura y eventos
ticket comercio local Cultura y eventos;277.87;2;Cultura y eventos
compra comercio local Cultura y eventos;217.19;2;Cultura y eventos
movimiento proveedor habitual Cultura y eventos;178.35;2;Cultura y eventos
ticket servicio online Cultura y eventos;269.78;2;Cultura y eventos
factura proveedor habitual Cultura y eventos;180.65;2;Cultura y eventos
compra proveedor habitual Cultura y eventos;82.08;2;Cultura y eventos
ticket proveedor habitual Cultura y eventos;279.23;2;Cultura y eventos
movimiento servicio online Cultura y eventos;336.70;2;Cultura y eventos
ticket comercio local Deporte y fitness;131.58;2;Deporte y fitness
cargo proveedor habitual Deporte y fitness;278.09;2;Deporte y fitness
factura comercio local Deporte y fitness;192.81;2;Deporte y fitness
ticket comercio local Deporte y fitness;6.35;2;Deporte y fitness
factura comercio local Deporte y fitness;181.08;2;Deporte y fitness
pago tarjeta servicio online Deporte y fitness;178.57;2;Deporte y fitness
ticket comercio local Deporte y fitness;50.87;2;Deporte y fitness
pago tarjeta proveedor habitual Deporte y fitness;181.72;2;Deporte y fitness
pago tarjeta proveedor habitual Deporte y fitness;190.65;2;Deporte y fitness
ticket comercio local Deporte y fitness;26.01;2;Deporte y fitness
factura comercio local Deporte y fitness;76.31;2;Deporte y fitness
cargo comercio local Deporte y fitness;310.70;2;Deporte y fitness
movimiento comercio local Deporte y fitness;145.02;2;Deporte y fitness
movimiento comercio local Deporte y fitness;63.41;2;Deporte y fitness
ticket proveedor habitual Deporte y fitness;40.58;2;Deporte y fitness
compra comercio local Deporte y fitness;282.49;2;Deporte y fitness
compra servicio online Deporte y fitness;64.52;2;Deporte y fitness
compra servicio online Deporte y fitness;10.27;2;Deporte y fitness
factura comercio local Deporte y fitness;339.08;2;Deporte y fitness
movimiento servicio online Deporte y fitness;104.62;2;Deporte y fitness
pago tarjeta comercio local Deporte y fitness;290.54;2;Deporte y fitness
factura proveedor habitual Deporte y fitness;54.13;2;Deporte y fitness
pago tarjeta proveedor habitual Deporte y fitness;222.54;2;Deporte y fitness
pago tarjeta proveedor habitual Deporte y fitness;334.89;2;Deporte y fitness
movimiento comercio local Deporte y fitness;14.39;2;Deporte y fitness
factura servicio online Deporte y fitness;104.23;2;Deporte y fitness
compra proveedor habitual Deporte y fitness;189.08;2;Deporte y fitness
movimiento comercio local Deporte y fitness;20.49;2;Deporte y fitness
movimiento servicio online Deporte y fitness;157.68;2;Deporte y fitness
movimiento proveedor habitual Deporte y fitness;210.27;2;Deporte y fitness
ticket comercio local Deporte y fitness;143.14;2;Deporte y fitness
compra comercio local Deporte y fitness;68.10;2;Deporte y fitness
movimiento proveedor habitual Deporte y fitness;345.62;2;Deporte y fitness
movimiento servicio online Deporte y fitness;266.64;2;Deporte y fitness
pago tarjeta servicio online Deporte y fitness;345.56;2;Deporte y fitness
movimiento servicio online Deporte y fitness;36.22;2;Deporte y fitness
compra comercio local Deporte y fitness;245.67;2;Deporte y fitness
cargo comercio local Deporte y fitness;196.19;2;Deporte y fitness
compra servicio online Deporte y fitness;122.42;2;Deporte y fitness
movimiento servicio online Deporte y fitness;236.02;2;Deporte y fitness
cargo servicio online Deporte y fitness;304.90;2;Deporte y fitness
compra servicio online Deporte y fitness;67.00;2;Deporte y fitness
cargo servicio online Deporte y fitness;244.20;2;Deporte y fitness
compra comercio local Deporte y fitness;277.61;2;Deporte y fitness
pago tarjeta servicio online Deporte y fitness;145.36;2;Deporte y fitness
cargo comercio local Deporte y fitness;260.31;2;Deporte y fitness
factura comercio local Deporte y fitness;6.54;2;Deporte y fitness
compra comercio local Deporte y fitness;286.07;2;Deporte y fitness
factura comercio local Deporte y fitness;333.20;2;Deporte y fitness
ticket servicio online Deporte y fitness;170.34;2;Deporte y fitness
movimiento comercio local Deporte y fitness;94.66;2;Deporte y fitness
cargo comercio local Deporte y fitness;347.29;2;Deporte y fitness
ticket servicio online Deporte y fitness;82.12;2;Deporte y fitness
movimiento servicio online Deporte y fitness;9.72;2;Deporte y fitness
factura proveedor habitual Deporte y fitness;349.04;2;Deporte y fitness
movimiento servicio online Deporte y fitness;254.48;2;Deporte y fitness
compra servicio online Deporte y fitness;234.61;2;Deporte y fitness
factura proveedor habitual Deporte y fitness;253.32;2;Deporte y fitness
movimiento servicio online Deporte y fitness;158.50;2;Deporte y fitness
ticket proveedor habitual Deporte y fitness;271.43;2;Deporte y fitness
cargo servicio online Donaciones;237.73;2;Donaciones
ticket servicio online Donaciones;50.17;2;Donaciones
compra comercio local Donaciones;80.38;2;Donaciones
movimiento comercio local Donaciones;322.13;2;Donaciones
movimiento servicio online Donaciones;39.74;2;Donaciones
movimiento comercio local Donaciones;132.05;2;Donaciones
pago tarjeta servicio online Donaciones;264.19;2;Donaciones
factura proveedor habitual Donaciones;48.33;2;Donaciones
factura servicio online Donaciones;16.65;2;Donaciones
cargo comercio local Donaciones;287.64;2;Donaciones
pago tarjeta servicio online Donaciones;259.07;2;Donaciones
ticket servicio online Donaciones;150.46;2;Donaciones
cargo servicio online Donaciones;333.59;2;Donaciones
ticket comercio local Donaciones;334.86;2;Donaciones
pago tarjeta proveedor habitual Donaciones;176.74;2;Donaciones
ticket proveedor habitual Donaciones;56.11;2;Donaciones
movimiento proveedor habitual Donaciones;231.15;2;Donaciones
movimiento servicio online Donaciones;95.46;2;Donaciones
compra proveedor habitual Donaciones;286.77;2;Donaciones
movimiento proveedor habitual Donaciones;319.90;2;Donaciones
pago tarjeta proveedor habitual Donaciones;15.18;2;Donaciones
ticket comercio local Donaciones;153.49;2;Donaciones
compra comercio local Donaciones;283.63;2;Donaciones
compra comercio local Donaciones;39.04;2;Donaciones
factura comercio local Donaciones;122.93;2;Donaciones
cargo proveedor habitual Donaciones;227.03;2;Donaciones
movimiento servicio online Donaciones;221.41;2;Donaciones
ticket proveedor habitual Donaciones;196.79;2;Donaciones
ticket servicio online Donaciones;249.14;2;Donaciones
ticket servicio online Donaciones;322.95;2;Donaciones
compra proveedor habitual Donaciones;206.22;2;Donaciones
pago tarjeta proveedor habitual Donaciones;192.55;2;Donaciones
cargo servicio online Donaciones;246.96;2;Donaciones
cargo servicio online Donaciones;183.90;2;Donaciones
pago tarjeta servicio online Donaciones;166.09;2;Donaciones
movimiento proveedor habitual Donaciones;112.41;2;Donaciones
compra comercio local Donaciones;268.60;2;Donaciones
movimiento comercio local Donaciones;39.11;2;Donaciones
cargo comercio local Donaciones;329.25;2;Donaciones
ticket comercio local Donaciones;339.75;2;Donaciones
movimiento proveedor habitual Donaciones;97.91;2;Donaciones
cargo proveedor habitual Donaciones;141.97;2;Donaciones
ticket comercio local Donaciones;343.87;2;Donaciones
compra comercio local Donaciones;316.59;2;Donaciones
ticket proveedor habitual Donaciones;37.60;2;Donaciones
pago tarjeta servicio online Donaciones;331.45;2;Donaciones
factura comercio local Donaciones;297.44;2;Donaciones
cargo comercio local Donaciones;109.78;2;Donaciones
pago tarjeta proveedor habitual Donaciones;178.55;2;Donaciones
movimiento servicio online Donaciones;111.97;2;Donaciones
factura servicio online Donaciones;196.40;2;Donaciones
compra comercio local Donaciones;131.78;2;Donaciones
ticket servicio online Donaciones;350.59;2;Donaciones
ticket servicio online Donaciones;15.03;2;Donaciones
cargo servicio online Donaciones;55.02;2;Donaciones
compra proveedor habitual Donaciones;13.87;2;Donaciones
cargo proveedor habitual Donaciones;87.40;2;Donaciones
ticket proveedor habitual Donaciones;256.46;2;Donaciones
cargo proveedor habitual Donaciones;120.73;2;Donaciones
factura servicio online Donaciones;194.38;2;Donaciones
pago tarjeta servicio online Educacion;211.04;2;Educacion
pago tarjeta comercio local Educacion;323.31;2;Educacion
movimiento comercio local Educacion;200.22;2;Educacion
pago tarjeta servicio online Educacion;256.39;2;Educacion
cargo proveedor habitual Educacion;63.53;2;Educacion
pago tarjeta servicio online Educacion;7.24;2;Educacion
pago tarjeta proveedor habitual Educacion;136.94;2;Educacion
cargo servicio online Educacion;265.03;2;Educacion
pago tarjeta servicio online Educacion;306.63;2;Educacion
ticket proveedor habitual Educacion;191.37;2;Educacion
factura proveedor habitual Educacion;177.66;2;Educacion
ticket proveedor habitual Educacion;342.41;2;Educacion
factura servicio online Educacion;239.10;2;Educacion
cargo proveedor habitual Educacion;88.03;2;Educacion
cargo servicio online Educacion;178.88;2;Educacion
cargo servicio online Educacion;184.13;2;Educacion
ticket proveedor habitual Educacion;14.66;2;Educacion
ticket proveedor habitual Educacion;209.13;2;Educacion
movimiento comercio local Educacion;285.76;2;Educacion
ticket servicio online Educacion;138.83;2;Educacion
factura servicio online Educacion;280.26;2;Educacion
factura comercio local Educacion;223.83;2;Educacion
compra comercio local Educacion;127.94;2;Educacion
compra comercio local Educacion;155.31;2;Educacion
factura comercio local Educacion;43.75;2;Educacion
ticket proveedor habitual Educacion;257.21;2;Educacion
pago tarjeta proveedor habitual Educacion;317.20;2;Educacion
compra comercio local Educacion;305.34;2;Educacion
compra proveedor habitual Educacion;94.05;2;Educacion
compra servicio online Educacion;137.33;2;Educacion
compra servicio online Educacion;337.08;2;Educacion
ticket proveedor habitual Educacion;130.50;2;Educacion
compra proveedor habitual Educacion;73.74;2;Educacion
factura servicio online Educacion;221.93;2;Educacion
ticket proveedor habitual Educacion;54.62;2;Educacion
pago tarjeta servicio online Educacion;341.79;2;Educacion
pago tarjeta comercio local Educacion;238.47;2;Educacion
pago tarjeta proveedor habitual Educacion;275.64;2;Educacion
ticket proveedor habitual Educacion;305.50;2;Educacion
ticket servicio online Educacion;202.56;2;Educacion
compra comercio local Educacion;308.63;2;Educacion
factura proveedor habitual Educacion;230.84;2;Educacion
compra comercio local Educacion;139.21;2;Educacion
compra servicio online Educacion;259.87;2;Educacion
ticket proveedor habitual Educacion;328.51;2;Educacion
factura comercio local Educacion;147.70;2;Educacion
cargo servicio online Educacion;257.67;2;Educacion
pago tarjeta comercio local Educacion;239.30;2;Educacion
ticket proveedor habitual Educacion;45.81;2;Educacion
pago tarjeta comercio local Educacion;203.02;2;Educacion
pago tarjeta proveedor habitual Educacion;239.16;2;Educacion
pago tarjeta proveedor habitual Educacion;72.49;2;Educacion
compra proveedor habitual Educacion;228.02;2;Educacion
cargo comercio local Educacion;53.99;2;Educacion
cargo comercio local Educacion;264.73;2;Educacion
compra proveedor habitual Educacion;268.24;2;Educacion
compra servicio online Educacion;306.72;2;Educacion
ticket comercio local Educacion;57.52;2;Educacion
ticket servicio online Educacion;290.83;2;Educacion
factura servicio online Educacion;301.83;2;Educacion
movimiento amazon Electronica;132.64;2;Electronica
compra pccomponentes Electronica;324.13;2;Electronica
movimiento media markt Electronica;289.05;2;Electronica
movimiento amazon Electronica;207.37;2;Electronica
factura pccomponentes Electronica;329.40;2;Electronica
pago tarjeta pccomponentes Electronica;202.46;2;Electronica
